rule,kind,total,dealer,agent,optimal,cost,frequency,ev_stand,ev_hit,ev_double,ev_split
S17,pair,7,8,hit,hit,0.0,0.0004551661356395085,-0.5105175154976174,-0.37191909208726714,-0.7662708880618462,-0.38899531374091006
S17,pair,8,8,split,split,0.0,0.0004551661356395085,-0.5105175154976174,-0.4584404416466742,-0.9168808832933484,-0.08758232760952324
S17,pair,9,8,split,split,0.0,0.0004551661356395085,0.10595134861912359,-0.5910558553059571,-1.1821117106119141,0.21532327264714252
S17,pair,10,8,stand,stand,0.0,0.007282658170232136,0.7918151595518983,-0.8514919189858488,-1.7029838379716975,0.39590741666395224
S17,pair,11,8,split,split,0.0,0.0004551661356395085,-0.5105175154976174,0.0951150209270323,-0.314440902367339,0.3506925908703151
S17,hard,5,9,hit,hit,0.0,0.000910332271279017,-0.5431496811311095,-0.2666150533579591,-1.086299362262219,
S17,hard,6,9,hit,hit,0.0,0.000910332271279017,-0.5431496811311095,-0.2926407001977261,-1.0678385251105433,
S17,hard,7,9,hit,hit,0.0,0.001820664542558034,-0.5431496811311095,-0.28536544048687673,-0.9570735022004893,
S17,hard,8,9,hit,hit,0.0,0.001820664542558034,-0.5431496811311095,-0.21018633199821768,-0.7185013349521748,
S17,hard,9,9,hit,hit,0.0,0.002730996813837051,-0.5431496811311095,-0.052178053462651794,-0.30099565908098247,
S17,hard,10,9,double,double,0.0,0.002730996813837051,-0.5431496811311095,0.1165295910692838,0.14432836838077098,
S17,hard,11,9,double,double,0.0,0.0036413290851160683,-0.5431496811311095,0.15825711845512566,0.22778342315245464,
S17,hard,12,9,hit,hit,0.0,0.006372325898953118,-0.5431496811311095,-0.34001328060893565,-0.7375056210491797,
S17,hard,13,9,hit,hit,0.0,0.006372325898953118,-0.5431496811311095,-0.3871551891368688,-0.8077902854905474,
S17,hard,14,9,hit,hit,0.0,0.005461993627674102,-0.5431496811311095,-0.4309298184842353,-0.8780749499319151,
S17,hard,15,9,hit,hit,0.0,0.005461993627674102,-0.5431496811311095,-0.4715776885925042,-0.9483596143732829,
S17,hard,16,9,hit,hit,0.0,0.004551661356395085,-0.5431496811311095,-0.5093221394073254,-1.0186442788146508,
S17,hard,17,9,stand,stand,0.0,0.004551661356395085,-0.4231542396452175,-0.5536948902038471,-1.1073897804076942,
S17,hard,18,9,stand,stand,0.0,0.003641329085116068,-0.18316335667343342,-0.6165284781520445,-1.233056956304089,
S17,hard,19,9,stand,stand,0.0,0.003641329085116068,0.28759675706758137,-0.7155743825418585,-1.431148765083717,
S17,soft,13,9,hit,hit,0.0,0.000910332271279017,-0.5431496811311095,-0.037694688127479954,-0.45636696328370857,
S17,soft,14,9,hit,hit,0.0,0.000910332271279017,-0.5431496811311095,-0.07516318944168386,-0.45636696328370857,
S17,soft,15,9,hit,hit,0.0,0.000910332271279017,-0.5431496811311095,-0.11218876868994296,-0.45636696328370857,
S17,soft,16,9,hit,hit,0.0,0.000910332271279017,-0.5431496811311095,-0.14864353463007482,-0.45636696328370857,
S17,soft,17,9,hit,hit,0.0,0.000910332271279017,-0.4231542396452175,-0.1497868921821333,-0.4009844518286815,
S17,soft,18,9,hit,hit,0.0,0.000910332271279017,-0.18316335667343342,-0.1007443075804153,-0.2902194289186273,
S17,soft,19,9,stand,stand,0.0,0.000910332271279017,0.28759675706758137,0.007892641744434256,-0.07294553026892811,
S17,soft,20,9,stand,stand,0.0,0.000910332271279017,0.7583568708085962,0.1165295910692838,0.14432836838077098,
S17,pair,2,9,hit,hit,0.0,0.0004551661356395085,-0.5431496811311095,-0.2406661791533655,-1.086299362262219,-0.36512119656719905
S17,pair,3,9,hit,hit,0.0,0.0004551661356395085,-0.5431496811311095,-0.2926407001977261,-1.0678385251105433,-0.41518015608743086
S17,pair,4,9,hit,hit,0.0,0.0004551661356395085,-0.5431496811311095,-0.21018633199821768,-0.7185013349521748,-0.46635926876691314
S17,pair,5,9,double,double,0.0,0.0004551661356395085,-0.5431496811311095,0.1165295910692838,0.14432836838077098,-0.5182570171761003
S17,pair,6,9,hit,hit,0.0,0.0004551661356395085,-0.5431496811311095,-0.34001328060893565,-0.7375056210491797,-0.5703083108556343
S17,pair,7,9,hit,hit,0.0,0.0004551661356395085,-0.5431496811311095,-0.4309298184842353,-0.8780749499319151,-0.5557577914339356
S17,pair,8,9,split,split,0.0,0.0004551661356395085,-0.5431496811311095,-0.5093221394073254,-1.0186442788146508,-0.4053995744566175
S17,pair,9,9,split,split,0.0,0.0004551661356395085,-0.18316335667343342,-0.6165284781520445,-1.233056956304089,-0.09365975235648369
S17,pair,10,9,stand,stand,0.0,0.007282658170232136,0.7583568708085962,-0.8508326033732889,-1.7016652067465778,0.2330591821385676
S17,pair,11,9,split,split,0.0,0.0004551661356395085,-0.5431496811311095,6.579084122682955e-05,-0.45636696328370857,0.22778342315245464
S17,hard,5,10,hit,hit,0.0,0.003361226847799447,-0.540430333994985,-0.3134116433649712,-1.08086066798997,
S17,hard,6,10,hit,hit,0.0,0.003361226847799447,-0.540430333994985,-0.33774944037840815,-1.0622899449028675,
S17,hard,7,10,hit,hit,0.0,0.006722453695598894,-0.540430333994985,-0.3190547913983386,-0.9508656063802536,
S17,hard,8,10,hit,hit,0.0,0.006722453695598894,-0.540430333994985,-0.24937508055334262,-0.746587652422128,
S17,hard,9,10,hit,hit,0.0,0.010083680543398341,-0.540430333994985,-0.15295298487455078,-0.4667067138282591,
S17,hard,10,10,hit,hit,0.0,0.010083680543398341,-0.540430333994985,0.02530852304086817,-0.008658688034544615,
S17,hard,11,10,double,double,0.0,0.013444907391197788,-0.540430333994985,0.11948223076371359,0.17968872741114633,
S17,hard,12,10,hit,hit,0.0,0.02352858793459613,-0.540430333994985,-0.38104299284808774,-0.7968405904052414,
S17,hard,13,10,hit,hit,0.0,0.02352858793459613,-0.540430333994985,-0.4252542076446529,-0.8675436159444745,
S17,hard,14,10,hit,hit,0.0,0.020167361086796683,-0.540430333994985,-0.4663074785271777,-0.9382466414837075,
S17,hard,15,10,hit,hit,0.0,0.020167361086796683,-0.540430333994985,-0.5044283729180936,-1.0089496670229408,
S17,hard,16,10,hit,hit,0.0,0.016806134238997236,-0.540430333994985,-0.5398263462810869,-1.0796526925621739,
S17,hard,17,10,stand,stand,0.0,0.016806134238997236,-0.41972063392881986,-0.5844632205942546,-1.1689264411885092,
S17,hard,18,10,stand,stand,0.0,0.013444907391197788,-0.17830123379648952,-0.6476708179945246,-1.2953416359890493,
S17,hard,19,10,stand,stand,0.0,0.013444907391197788,0.06311816633584086,-0.7294491384818971,-1.4588982769637941,
S17,soft,13,10,hit,hit,0.0,0.003361226847799447,-0.540430333994985,-0.10485135840627784,-0.514028488248309,
S17,soft,14,10,hit,hit,0.0,0.003361226847799447,-0.540430333994985,-0.1394667821754546,-0.514028488248309,
S17,soft,15,10,hit,hit,0.0,0.003361226847799447,-0.540430333994985,-0.17370423031226792,-0.514028488248309,
S17,soft,16,10,hit,hit,0.0,0.003361226847799447,-0.540430333994985,-0.20744109003068217,-0.514028488248309,
S17,soft,17,10,hit,hit,0.0,0.003361226847799447,-0.41972063392881986,-0.19686697623363472,-0.45831631898700204,
S17,soft,18,10,hit,hit,0.0,0.003361226847799447,-0.17830123379648952,-0.1438081231740536,-0.34689198046438807,
S17,soft,19,10,stand,stand,0.0,0.003361226847799447,0.06311816633584086,-0.08809595391274656,-0.23546764194177403,
S17,soft,20,10,stand,stand,0.0,0.003361226847799447,0.5545375664681712,0.02530852304086817,-0.008658688034544615,
S17,pair,2,10,hit,hit,0.0,0.0016806134238997236,-0.540430333994985,-0.2891979144856752,-1.08086066798997,-0.4747335283695232
S17,pair,3,10,hit,hit,0.0,0.0016806134238997236,-0.540430333994985,-0.33774944037840815,-1.0622899449028675,-0.5213958916491924
S17,pair,4,10,hit,hit,0.0,0.0016806134238997236,-0.540430333994985,-0.24937508055334262,-0.746587652422128,-0.5691332910255916
S17,pair,5,10,hit,hit,0.0,0.0016806134238997236,-0.540430333994985,0.02530852304086817,-0.008658688034544615,-0.6175607487841834
S17,pair,6,10,hit,hit,0.0,0.0016806134238997236,-0.540430333994985,-0.38104299284808774,-0.7968405904052414,-0.6662363428110575
S17,pair,7,10,hit,hit,0.0,0.0016806134238997236,-0.540430333994985,-0.4663074785271777,-0.9382466414837075,-0.6288470448509182
S17,pair,8,10,split,split,0.0,0.0016806134238997236,-0.540430333994985,-0.5398263462810869,-1.0796526925621739,-0.4894876231609264
S17,pair,9,10,stand,stand,0.0,0.0016806134238997236,-0.17830123379648952,-0.6476708179945246,-1.2953416359890493,-0.2966434318033426
S17,pair,10,10,stand,stand,0.0,0.026889814782395577,0.5545375664681712,-0.849028951287141,-1.698057902574282,0.05061704608173634
S17,pair,11,10,split,split,0.0,0.0016806134238997236,-0.540430333994985,-0.07000239735796474,-0.5140284882483089,0.17968872741114633
S17,hard,5,11,hit,hit,0.0,0.0006302300339623964,-0.6669507746855105,-0.27857459755181974,-1.3339015493710211,
S17,hard,6,11,hit,hit,0.0,0.0006302300339623964,-0.6669507746855105,-0.3041466309756994,-1.3048373494185945,
S17,hard,7,11,hit,hit,0.0,0.0012604600679247929,-0.6669507746855105,-0.3100716503316371,-1.1304521497040345,
S17,hard,8,11,hit,hit,0.0,0.0012604600679247929,-0.6669507746855105,-0.1970288105741636,-0.8107459502273412,
S17,hard,9,11,hit,hit,0.0,0.0018906901018871894,-0.6669507746855105,-0.0656807787780662,-0.43291135084579463,
S17,hard,10,11,hit,hit,0.0,0.0018906901018871894,-0.6669507746855105,0.08144970794527594,-0.014042368653411769,
S17,hard,11,11,hit,hit,0.0,0.0025209201358495858,-0.6669507746855105,0.1430012821615303,0.10906077977909699,
S17,hard,12,11,hit,hit,0.0,0.0044116102377367745,-0.6669507746855105,-0.3505403404400801,-0.8293439370786729,
S17,hard,13,11,hit,hit,0.0,0.0044116102377367745,-0.6669507746855105,-0.39693031612293145,-0.8805822794347482,
S17,hard,14,11,hit,hit,0.0,0.0037813802037743784,-0.6669507746855105,-0.44000672211415065,-0.9318206217908235,
S17,hard,15,11,hit,hit,0.0,0.0037813802037743784,-0.6669507746855105,-0.4800062419631399,-0.9830589641468989,
S17,hard,16,11,hit,hit,0.0,0.0031511501698119823,-0.6669507746855105,-0.5171486532514871,-1.0342973065029741,
S17,hard,17,11,stand,stand,0.0,0.0031511501698119823,-0.47803347499473714,-0.5572999244057381,-1.1145998488114761,
S17,hard,18,11,stand,stand,0.0,0.0025209201358495858,-0.10019887561319063,-0.6265153955124156,-1.2530307910248313,
S17,hard,19,11,stand,stand,0.0,0.0025209201358495858,0.27763572376835594,-0.72479506657152,-1.44959013314304,
S17,soft,13,11,hit,hit,0.0,0.0006302300339623964,-0.6669507746855105,-0.05730804666681024,-0.6243905676543716,
S17,soft,14,11,hit,hit,0.0,0.0006302300339623964,-0.6669507746855105,-0.09387432476831009,-0.6243905676543716,
S17,soft,15,11,hit,hit,0.0,0.0006302300339623964,-0.6669507746855105,-0.1300265016784385,-0.6243905676543716,
S17,soft,16,11,hit,hit,0.0,0.0006302300339623964,-0.6669507746855105,-0.16563717206687348,-0.6243905676543716,
S17,soft,17,11,hit,hit,0.0,0.0006302300339623964,-0.47803347499473714,-0.17956936979241733,-0.5371979677970916,
S17,soft,18,11,hit,hit,0.0,0.0006302300339623964,-0.10019887561319063,-0.09293549176928405,-0.36281276808253166,
S17,soft,19,11,stand,stand,0.0,0.0006302300339623964,0.27763572376835594,-0.0057428919120040695,-0.18842756836797164,
S17,soft,20,11,stand,stand,0.0,0.0006302300339623964,0.6554703231499025,0.08144970794527594,-0.014042368653411769,
S17,pair,2,11,hit,hit,0.0,0.0003151150169811982,-0.6669507746855105,-0.2530769944039087,-1.3339015493710211,-0.40670736629778753
S17,pair,3,11,hit,hit,0.0,0.0003151150169811982,-0.6669507746855105,-0.3041466309756994,-1.3048373494185945,-0.4558749858161071
S17,pair,4,11,hit,hit,0.0,0.0003151150169811982,-0.6669507746855105,-0.1970288105741636,-0.8107459502273412,-0.5061539888078174
S17,pair,5,11,hit,hit,0.0,0.0003151150169811982,-0.6669507746855105,0.08144970794527594,-0.014042368653411769,-0.5571491951036395
S17,pair,6,11,hit,hit,0.0,0.0003151150169811982,-0.6669507746855105,-0.3505403404400801,-0.8293439370786729,-0.6082932619513988
S17,pair,7,11,hit,hit,0.0,0.0003151150169811982,-0.6669507746855105,-0.44000672211415065,-0.9318206217908235,-0.6201433006632742
S17,pair,8,11,split,split,0.0,0.0003151150169811982,-0.6669507746855105,-0.5171486532514871,-1.0342973065029741,-0.3940576211483272
S17,pair,9,11,stand,stand,0.0,0.0003151150169811982,-0.10019887561319063,-0.6265153955124156,-1.2530307910248313,-0.1313615575561324
S17,pair,10,11,stand,stand,0.0,0.0050418402716991715,0.6554703231499025,-0.8521389375830509,-1.7042778751661019,0.16289941589055187
S17,pair,11,11,split,split,0.0,0.0003151150169811982,-0.6669507746855105,-0.020477877704912117,-0.6243905676543716,0.10906077977909699
H17,hard,5,2,hit,hit,0.0,0.000910332271279017,-0.2865443008402951,-0.125854665912235,-0.5730886016805902,
H17,hard,6,2,hit,hit,0.0,0.000910332271279017,-0.2865443008402951,-0.13807302929133147,-0.5530679735908629,
H17,hard,7,2,hit,hit,0.0,0.001820664542558034,-0.2865443008402951,-0.10957748444769838,-0.4319577275553499,
H17,hard,8,2,hit,hit,0.0,0.001820664542558034,-0.2865443008402951,-0.02450683028991735,-0.20661994080848184,
H17,hard,9,2,hit,hit,0.0,0.002730996813837051,-0.2865443008402951,0.07223280896319335,0.05878555692632634,
H17,hard,10,2,double,double,0.0,0.002730996813837051,-0.2865443008402951,0.1809761241455195,0.3569071974837269,
H17,hard,11,2,double,double,0.0,0.0036413290851160683,-0.2865443008402951,0.2375832654125679,0.4701214800178237,
H17,hard,12,2,hit,hit,0.0,0.006372325898953118,-0.2865443008402951,-0.2537514705927661,-0.5075029411855322,
H17,hard,13,2,stand,stand,0.0,0.006372325898953118,-0.2865443008402951,-0.3086326782204357,-0.6172653564408714,
H17,hard,14,2,stand,stand,0.0,0.005461993627674102,-0.2865443008402951,-0.3635138858481053,-0.7270277716962106,
H17,hard,15,2,stand,stand,0.0,0.005461993627674102,-0.2865443008402951,-0.4183950934757749,-0.8367901869515498,
H17,hard,16,2,stand,stand,0.0,0.004551661356395085,-0.2865443008402951,-0.47327630110344454,-0.9465526022068891,
H17,hard,17,2,stand,stand,0.0,0.004551661356395085,-0.15641021825706786,-0.5381678227759777,-1.0763356455519555,
H17,hard,18,2,stand,stand,0.0,0.003641329085116068,0.11027005064085812,-0.623573211286813,-1.247146422573626,
H17,hard,19,2,stand,stand,0.0,0.003641329085116068,0.37811050632056886,-0.7295817117730107,-1.4591634235460214,
H17,soft,13,2,hit,hit,0.0,0.000910332271279017,-0.2865443008402951,0.046611316056980594,-0.06845328016417529,
H17,soft,14,2,hit,hit,0.0,0.000910332271279017,-0.2865443008402951,0.022814486278603743,-0.06845328016417532,
H17,soft,15,2,hit,hit,0.0,0.000910332271279017,-0.2865443008402951,0.0007174300558252548,-0.06845328016417529,
H17,soft,16,2,hit,hit,0.0,0.000910332271279017,-0.2865443008402951,-0.01980126500818335,-0.06845328016417529,
H17,soft,17,2,hit,hit,0.0,0.000910332271279017,-0.15641021825706786,-0.0016731725438406848,-0.008391395894993499,
H17,soft,18,2,double,double,0.0,0.000910332271279017,0.11027005064085812,0.05986842797106533,0.1146918051348185,
H17,soft,19,2,stand,stand,0.0,0.000910332271279017,0.37811050632056886,0.12167776389715243,0.2383104769869927,
H17,soft,20,2,stand,stand,0.0,0.000910332271279017,0.6350700673968263,0.1809761241455195,0.3569071974837269,
H17,pair,2,2,split,split,0.0,0.0004551661356395085,-0.2865443008402951,-0.11285543771123714,-0.5730886016805902,-0.08923085038488605
H17,pair,3,2,split,split,0.0,0.0004551661356395085,-0.2865443008402951,-0.13807302929133147,-0.5530679735908629,-0.13474841710027397
H17,pair,4,2,hit,hit,0.0,0.0004551661356395085,-0.2865443008402951,-0.02450683028991735,-0.20661994080848184,-0.1628694465080953
H17,pair,5,2,double,double,0.0,0.0004551661356395085,-0.2865443008402951,0.1809761241455195,0.3569071974837269,-0.18886790291009103
H17,pair,6,2,split,split,0.0,0.0004551661356395085,-0.2865443008402951,-0.2537514705927661,-0.5075029411855322,-0.21330462966828398
H17,pair,7,2,split,split,0.0,0.0004551661356395085,-0.2865443008402951,-0.3635138858481053,-0.7270277716962106,-0.15563327005887007
H17,pair,8,2,split,split,0.0,0.0004551661356395085,-0.2865443008402951,-0.47327630110344454,-0.9465526022068891,0.013827768334544265
H17,pair,9,2,split,split,0.0,0.0004551661356395085,0.11027005064085812,-0.623573211286813,-1.247146422573626,0.18024072786565684
H17,pair,10,2,stand,stand,0.0,0.007282658170232136,0.6350700673968263,-0.8553563323419973,-1.7107126646839945,0.361952248291039
H17,pair,11,2,split,split,0.0,0.0004551661356395085,-0.2865443008402951,0.0798062474138931,-0.06845328016417529,0.4701214800178237
H17,hard,5,3,hit,hit,0.0,0.000910332271279017,-0.24663577379217244,-0.0931858053133976,-0.49327154758434494,
H17,hard,6,3,hit,hit,0.0,0.000910332271279017,-0.24663577379217244,-0.10487404133749784,-0.47383646588301315,
H17,hard,7,3,hit,hit,0.0,0.001820664542558034,-0.24663577379217244,-0.07693756788495021,-0.35635997911290457,
H17,hard,8,3,hit,hit,0.0,0.001820664542558034,-0.24663577379217244,0.005567930875393198,-0.13813222243370762,
H17,hard,9,3,double,double,0.0,0.002730996813837051,-0.24663577379217244,0.0992731607381433,0.11871708619491318,
H17,hard,10,3,double,double,0.0,0.002730996813837051,-0.24663577379217244,0.2047167440781116,0.4074920116323713,
H17,hard,11,3,double,double,0.0,0.0036413290851160683,-0.24663577379217244,0.2596346581317173,0.5173278397395827,
H17,hard,12,3,hit,hit,0.0,0.006372325898953118,-0.24663577379217244,-0.234016176387135,-0.46803235277427,
H17,hard,13,3,stand,stand,0.0,0.006372325898953118,-0.24663577379217244,-0.291967270710814,-0.583934541421628,
H17,hard,14,3,stand,stand,0.0,0.005461993627674102,-0.24663577379217244,-0.3499183650344931,-0.6998367300689862,
H17,hard,15,3,stand,stand,0.0,0.005461993627674102,-0.24663577379217244,-0.40786945935817215,-0.8157389187163443,
H17,hard,16,3,stand,stand,0.0,0.004551661356395085,-0.24663577379217244,-0.46582055368185116,-0.9316411073637023,
H17,hard,17,3,stand,stand,0.0,0.004551661356395085,-0.12030774273351591,-0.5334891888561962,-1.0669783777123925,
H17,hard,18,3,stand,stand,0.0,0.003641329085116068,0.1379772970375636,-0.6210259040129318,-1.2420518080258636,
H17,hard,19,3,stand,stand,0.0,0.003641329085116068,0.39698952530936893,-0.728486636729037,-1.456973273458074,
H17,soft,13,3,hit,hit,0.0,0.000910332271279017,-0.24663577379217244,0.07409648250815358,-0.004423598184837625,
H17,soft,14,3,hit,hit,0.0,0.000910332271279017,-0.24663577379217244,0.05118703562955886,-0.004423598184837625,
H17,soft,15,3,hit,hit,0.0,0.000910332271279017,-0.24663577379217244,0.029913977813720904,-0.004423598184837625,
H17,soft,16,3,hit,hit,0.0,0.000910332271279017,-0.24663577379217244,0.010160424127585692,-0.004423598184837615,
H17,soft,17,3,double,double,0.0,0.000910332271279017,-0.12030774273351591,0.027911561721504836,0.053881646919157714,
H17,soft,18,3,double,double,0.0,0.000910332271279017,0.1379772970375636,0.087515801668677,0.1730901268135021,
H17,soft,19,3,stand,stand,0.0,0.000910332271279017,0.39698952530936893,0.14728785434678593,0.29263423216971995,
H17,soft,20,3,stand,stand,0.0,0.000910332271279017,0.6458480474784468,0.2047167440781116,0.4074920116323713,
H17,pair,2,3,split,split,0.0,0.0004551661356395085,-0.24663577379217244,-0.0807615525333353,-0.49327154758434494,-0.025941895641124146
H17,pair,3,3,split,split,0.0,0.0004551661356395085,-0.24663577379217244,-0.10487404133749784,-0.47383646588301315,-0.06080996646459247
H17,pair,4,3,hit,hit,0.0,0.0004551661356395085,-0.24663577379217244,0.005567930875393198,-0.13813222243370762,-0.08769043204837905
H17,pair,5,3,double,double,0.0,0.0004551661356395085,-0.24663577379217244,0.2047167440781116,0.4074920116323713,-0.11253893760850361
H17,pair,6,3,split,split,0.0,0.0004551661356395085,-0.24663577379217244,-0.234016176387135,-0.46803235277427,-0.1319200119339883
H17,pair,7,3,split,split,0.0,0.0004551661356395085,-0.24663577379217244,-0.3499183650344931,-0.6998367300689862,-0.07464048893992599
H17,pair,8,3,split,split,0.0,0.0004551661356395085,-0.24663577379217244,-0.46582055368185116,-0.9316411073637023,0.0819771616218826
H17,pair,9,3,split,split,0.0,0.0004551661356395085,0.1379772970375636,-0.6210259040129318,-1.2420518080258636,0.23819142633903512
H17,pair,10,3,stand,stand,0.0,0.007282658170232136,0.6458480474784468,-0.8550903326889177,-1.7101806653778353,0.4094334881562232
H17,pair,11,3,split,split,0.0,0.0004551661356395085,-0.24663577379217244,0.10168040931703344,-0.004423598184837625,0.5173278397395827
H17,hard,5,4,hit,hit,0.0,0.000910332271279017,-0.20584968608305465,-0.05886893847750462,-0.41169937216610936,
H17,hard,6,4,hit,hit,0.0,0.000910332271279017,-0.20584968608305465,-0.07007777334728602,-0.39286773629674576,
H17,hard,7,4,hit,hit,0.0,0.001820664542558034,-0.20584968608305465,-0.04282636771707132,-0.2791237996724039,
H17,hard,8,4,hit,hit,0.0,0.001820664542558034,-0.20584968608305465,0.03701077509451457,-0.06815133225373485,
H17,hard,9,4,double,double,0.0,0.002730996813837051,-0.20584968608305465,0.12758849558767746,0.1799996145698442,
H17,hard,10,4,double,double,0.0,0.002730996813837051,-0.20584968608305465,0.22962110185909185,0.4592422037181837,
H17,hard,11,4,double,double,0.0,0.0036413290851160683,-0.20584968608305465,0.28280326185276494,0.5656065237055299,
H17,hard,12,4,stand,stand,0.0,0.006372325898953118,-0.20584968608305465,-0.2138385957920505,-0.427677191584101,
H17,hard,13,4,stand,stand,0.0,0.006372325898953118,-0.20584968608305465,-0.2749270814779694,-0.5498541629559388,
H17,hard,14,4,stand,stand,0.0,0.005461993627674102,-0.20584968608305465,-0.33601556716388825,-0.6720311343277765,
H17,hard,15,4,stand,stand,0.0,0.005461993627674102,-0.20584968608305465,-0.3971040528498071,-0.7942081056996142,
H17,hard,16,4,stand,stand,0.0,0.004551661356395085,-0.20584968608305465,-0.458192538535726,-0.916385077071452,
H17,hard,17,4,stand,stand,0.0,0.004551661356395085,-0.0834440529321912,-0.5286968421563267,-1.0573936843126535,
H17,hard,18,4,stand,stand,0.0,0.003641329085116068,0.1662690025225767,-0.618409842350371,-1.236819684700742,
H17,hard,19,4,stand,stand,0.0,0.003641329085116068,0.4163321857739904,-0.7273584720252935,-1.454716944050587,
H17,soft,13,4,hit,hit,0.0,0.000910332271279017,-0.20584968608305465,0.10302707120599633,0.06103069390325,
H17,soft,14,4,hit,hit,0.0,0.000910332271279017,-0.20584968608305465,0.08096444568534986,0.06103069390325,
H17,soft,15,4,double,double,0.0,0.000910332271279017,-0.20584968608305465,0.06047772198760667,0.06103069390325,
H17,soft,16,4,double,double,0.0,0.000910332271279017,-0.20584968608305465,0.04145433569684513,0.06103069390325001,
H17,soft,17,4,double,double,0.0,0.000910332271279017,-0.0834440529321912,0.058762800755670405,0.11752560151134081,
H17,soft,18,4,double,double,0.0,0.000910332271279017,0.1662690025225767,0.11638889047600148,0.23277778095200297,
H17,soft,19,4,stand,stand,0.0,0.000910332271279017,0.4163321857739904,0.17409577891863542,0.34819155783727085,
H17,soft,20,4,stand,stand,0.0,0.000910332271279017,0.6569419185159682,0.22962110185909185,0.4592422037181837,
H17,pair,2,4,split,split,0.0,0.0004551661356395085,-0.20584968608305465,-0.04696160778315614,-0.41169937216610936,0.04657734717489722
H17,pair,3,4,split,split,0.0,0.0004551661356395085,-0.20584968608305465,-0.07007777334728602,-0.39286773629674576,0.018738777356351828
H17,pair,4,4,hit,hit,0.0,0.0004551661356395085,-0.20584968608305465,0.03701077509451457,-0.06815133225373485,-0.006940376395594283
H17,pair,5,4,double,double,0.0,0.0004551661356395085,-0.20584968608305465,0.22962110185909185,0.4592422037181837,-0.027828362970327956
H17,pair,6,4,split,split,0.0,0.0004551661356395085,-0.20584968608305465,-0.2138385957920505,-0.427677191584101,-0.044217349240772946
H17,pair,7,4,split,split,0.0,0.0004551661356395085,-0.20584968608305465,-0.33601556716388825,-0.6720311343277765,0.011477150892541942
H17,pair,8,4,split,split,0.0,0.0004551661356395085,-0.20584968608305465,-0.458192538535726,-0.916385077071452,0.15285606768316096
H17,pair,9,4,split,split,0.0,0.0004551661356395085,0.1662690025225767,-0.618409842350371,-1.236819684700742,0.2986851853065495
H17,pair,10,4,stand,stand,0.0,0.007282658170232136,0.6569419185159682,-0.8548155426803679,-1.7096310853607357,0.4592422037181837
H17,pair,11,4,split,split,0.0,0.0004551661356395085,-0.20584968608305465,0.12678682176669256,0.06103069390325,0.5656065237055299
H17,hard,5,5,hit,hit,0.0,0.000910332271279017,-0.16468249424828368,-0.02272205059969438,-0.32936498849656737,
H17,hard,6,5,hit,hit,0.0,0.000910332271279017,-0.16468249424828368,-0.033548869940164656,-0.31115592087707267,
H17,hard,7,5,hit,hit,0.0,0.001820664542558034,-0.16468249424828368,-0.007177266764625569,-0.2012012595668129,
H17,hard,8,5,hit,hit,0.0,0.001820664542558034,-0.16468249424828368,0.06995063315432906,0.002599762214086601,
H17,hard,9,5,double,double,0.0,0.002730996813837051,-0.16468249424828368,0.1573614483811529,0.24211866364068396,
H17,hard,10,5,double,double,0.0,0.002730996813837051,-0.16468249424828368,0.2558497670758891,0.5116995341517782,
H17,hard,11,5,double,double,0.0,0.0036413290851160683,-0.16468249424828368,0.30724502104225837,0.6144900420845167,
H17,hard,12,5,stand,stand,0.0,0.006372325898953118,-0.16468249424828368,-0.19341659731927074,-0.3868331946385415,
H17,hard,13,5,stand,stand,0.0,0.006372325898953118,-0.16468249424828368,-0.2576717900694028,-0.5153435801388055,
H17,hard,14,5,stand,stand,0.0,0.005461993627674102,-0.16468249424828368,-0.3219269828195348,-0.6438539656390696,
H17,hard,15,5,stand,stand,0.0,0.005461993627674102,-0.16468249424828368,-0.38618217556966683,-0.7723643511393337,
H17,hard,16,5,stand,stand,0.0,0.004551661356395085,-0.16468249424828368,-0.45043736831979886,-0.9008747366395977,
H17,hard,17,5,stand,stand,0.0,0.004551661356395085,-0.04632355472156813,-0.5237970948796783,-1.0475941897593566,
H17,hard,18,5,stand,stand,0.0,0.003641329085116068,0.1949459856882581,-0.6157160168556981,-1.2314320337113962,
H17,hard,19,5,stand,stand,0.0,0.003641329085116068,0.43621552609808434,-0.7261941342478585,-1.452388268495717,
H17,soft,13,5,hit,hit,0.0,0.000910332271279017,-0.16468249424828368,0.13362751686623547,0.12720834736251474,
H17,soft,14,5,double,double,0.0,0.000910332271279017,-0.16468249424828368,0.11231965892948412,0.12720834736251474,
H17,soft,15,5,double,double,0.0,0.000910332271279017,-0.16468249424828368,0.09253379084535784,0.12720834736251474,
H17,soft,16,5,double,double,0.0,0.000910332271279017,-0.16468249424828368,0.07416119905295487,0.12720834736251474,
H17,soft,17,5,double,double,0.0,0.000910332271279017,-0.04632355472156813,0.09091777511049942,0.18183555022099884,
H17,soft,18,5,double,double,0.0,0.000910332271279017,0.1949459856882581,0.14659536135892087,0.29319072271784175,
H17,soft,19,5,stand,stand,0.0,0.000910332271279017,0.43621552609808434,0.2022729476073423,0.4045458952146846,
H17,soft,20,5,stand,stand,0.0,0.000910332271279017,0.6683817437951204,0.2558497670758891,0.5116995341517782,
H17,pair,2,5,split,split,0.0,0.0004551661356395085,-0.16468249424828368,-0.011221572438115774,-0.32936498849656737,0.12899794664027822
