kind,total,dealer,state,best,ev_stand,ev_hit,ev_double,ev_split
hard,13,8,"(13, 8, False, True, 0)",hit,-0.5105175154976174,-0.32360517609398,-0.6909658904460949,
hard,14,8,"(14, 8, False, True, 0)",hit,-0.5105175154976174,-0.37191909208726714,-0.7662708880618462,
hard,15,8,"(15, 8, False, True, 0)",hit,-0.5105175154976174,-0.41678201408103377,-0.8415758856775973,
hard,16,8,"(16, 8, False, True, 0)",hit,-0.5105175154976174,-0.4584404416466742,-0.9168808832933484,
hard,17,8,"(17, 8, False, True, 0)",stand,-0.3819509710484472,-0.5059826746429474,-1.0119653492858949,
hard,18,8,"(18, 8, False, True, 0)",stand,0.10595134861912359,-0.5910558553059571,-1.1821117106119141,
hard,19,8,"(19, 8, False, True, 0)",stand,0.5938536682866944,-0.7136599836357028,-1.4273199672714056,
soft,13,8,"(13, 8, True, True, 0)",hit,-0.5105175154976174,0.054057070196311355,-0.314440902367339,
soft,14,8,"(14, 8, True, True, 0)",hit,-0.5105175154976174,0.013277219463208494,-0.314440902367339,
soft,15,8,"(15, 8, True, True, 0)",hit,-0.5105175154976174,-0.027054780502901648,-0.314440902367339,
soft,16,8,"(16, 8, True, True, 0)",hit,-0.5105175154976174,-0.06679484792009406,-0.3144409023673389,
soft,17,8,"(17, 8, True, True, 0)",hit,-0.3819509710484472,-0.07291539872964213,-0.2551024972369528,
soft,18,8,"(18, 8, True, True, 0)",stand,0.10595134861912359,0.039677444270566534,-0.029916811236535473,
soft,19,8,"(19, 8, True, True, 0)",stand,0.5938536682866944,0.15227028727077518,0.19526887476388188,
soft,20,8,"(20, 8, True, True, 0)",stand,0.7918151595518983,0.19795370833197612,0.28663571688628364,
pair,2,8,"(4, 8, False, True, 2)",hit,-0.5105175154976174,-0.15933415266020512,-1.0210350309952347,-0.1741092318424651
pair,3,8,"(6, 8, False, True, 3)",hit,-0.5105175154976174,-0.21724188132078476,-1.0012555626184394,-0.2296695375926127
pair,4,8,"(8, 8, False, True, 4)",hit,-0.5105175154976174,-0.059898275658656276,-0.45198684873362777,-0.28645408161262087
pair,5,8,"(10, 8, False, True, 5)",double,-0.5105175154976174,0.19795370833197612,0.28663571688628364,-0.3439723840985811
pair,6,8,"(12, 8, False, True, 6)",hit,-0.5105175154976174,-0.27157480502428616,-0.6156608928303438,-0.40226953893378015
pair,7,8,"(14, 8, False, True, 7)",hit,-0.5105175154976174,-0.37191909208726714,-0.7662708880618462,-0.38899531374091006
